Total Population,Female Population,Male Population,Employment in Agriculture(%),Female Employment in Agriculture(%),Female Employment in Industry(%),GDP in USD,Agriculture value added(in USD),Electric Power Consumption(kWH per capita),Renewable Energy Consumption (%),Fossil Fuel Consumption (%),Year,Country
28684764.0,14477171.0,14207593.0,3.48000001907349,2.36999988555908,10.8999996185303,577170761956.438,23492821747.878788,16320.127298241,21.803058880385,72.5776859158235,1993,Canada
28371264.0,14313548.0,14057716.0,3.45000004768372,2.28999996185303,11.6400003433228,592387689252.916,23492821747.878788,16164.419040336,21.9299846278403,73.4363630240629,1992,Canada
28037420.0,14139654.0,13897766.0,3.49000000953674,2.39000010490417,11.8199996948242,610328183643.188,23492821747.878788,16181.5887481801,22.1978405183297,72.2903820215833,1991,Canada
27691138.0,13960202.0,13730936.0,2.3199999843324934,1.5135714198861794,10.243214198521212,593929550908.468,23492821747.878788,16167.3745586043,22.0207536925352,73.6054915608937,1990,Canada
27276781.0,13747415.0,13529366.0,2.3199999843324934,1.5135714198861794,10.243214198521212,565055743243.243,23492821747.878788,16464.0395067145,21.929910776851525,75.0519513937493,1989,Canada
26791747.0,13499720.0,13292027.0,2.3199999843324934,1.5135714198861794,10.243214198521212,507354351182.254,23492821747.878788,16389.3381047529,21.929910776851525,74.0229513873681,1988,Canada
26446601.0,13322786.0,13123815.0,2.3199999843324934,1.5135714198861794,10.243214198521212,431316742081.448,23492821747.878788,15798.287273287,21.929910776851525,73.7949075636436,1987,Canada
26100278.0,13144863.0,12955415.0,2.3199999843324934,1.5135714198861794,10.243214198521212,377437927311.983,23492821747.878788,15363.399577583,21.929910776851525,73.5640182851617,1986,Canada
25842116.0,13010445.0,12831671.0,2.3199999843324934,1.5135714198861794,10.243214198521212,364756499450.751,23492821747.878788,14857.2585929109,21.929910776851525,75.4065927037209,1985,Canada
25607053.0,12886791.0,12720262.0,2.3199999843324934,1.5135714198861794,10.243214198521212,355372558103.621,23492821747.878788,14343.392033437,21.929910776851525,76.8489240654414,1984,Canada
25366451.0,12759652.0,12606799.0,2.3199999843324934,1.5135714198861794,10.243214198521212,340547711781.889,23492821747.878788,13457.0657913478,21.929910776851525,77.0090614433204,1983,Canada
25116942.0,12627160.0,12489782.0,2.3199999843324934,1.5135714198861794,10.243214198521212,313506525087.136,23492821747.878788,12981.0786679366,21.929910776851525,79.0665451074599,1982,Canada
24819915.0,12469687.0,12350228.0,2.3199999843324934,1.5135714198861794,10.243214198521212,306214863624.99,23492821747.878788,13239.4087570405,21.929910776851525,79.5138438623392,1981,Canada
24515667.0,12307456.0,12208211.0,2.3199999843324934,1.5135714198861794,10.243214198521212,273853826548.067,23492821747.878788,12803.9755149228,21.929910776851525,80.5639830127972,1980,Canada
24201544.0,12138907.0,12062637.0,2.3199999843324934,1.5135714198861794,10.243214198521212,243072102612.259,23492821747.878788,12422.7611263149,21.929910776851525,81.4294161495702,1979,Canada
23963203.0,12007256.0,11955947.0,2.3199999843324934,1.5135714198861794,10.243214198521212,218632867537.477,23492821747.878788,12269.0192959597,21.929910776851525,81.2272854645753,1978,Canada
23725843.0,11875947.0,11849896.0,2.3199999843324934,1.5135714198861794,10.243214198521212,211612157028.679,23492821747.878788,11797.2625883093,21.929910776851525,82.5157958519027,1977,Canada
23449808.0,11726499.0,11723309.0,2.3199999843324934,1.5135714198861794,10.243214198521212,206575564908.722,23492821747.878788,11075.9542252969,21.929910776851525,83.3043130985559,1976,Canada
23143275.0,11563967.0,11579308.0,2.3199999843324934,1.5135714198861794,10.243214198521212,173834029689.343,23492821747.878788,10466.5826249742,21.929910776851525,84.0544383044523,1975,Canada
22807969.0,11389588.0,11418381.0,2.3199999843324934,1.5135714198861794,10.243214198521212,160408697341.513,23492821747.878788,10804.60079545,21.929910776851525,82.2055043488747,1974,Canada
22491777.0,11226906.0,11264871.0,2.3199999843324934,1.5135714198861794,10.243214198521212,131321858814.119,23492821747.878788,10241.9208584542,21.929910776851525,82.7933487235959,1973,Canada
22218463.0,11087075.0,11131388.0,2.3199999843324934,1.5135714198861794,10.243214198521212,113082820486.918,23492821747.878788,9803.55841895994,21.929910776851525,84.0243177777995,1972,Canada
21962032.0,10956102.0,11005930.0,2.3199999843324934,1.5135714198861794,10.243214198521212,99271961774.6088,23492821747.878788,9166.68366570088,21.929910776851525,84.1541542986894,1971,Canada
21324000.0,10634444.0,10689556.0,2.3199999843324934,1.5135714198861794,10.243214198521212,87896095320.1263,23492821747.878788,8962.20221346839,21.929910776851525,84.6622417265424,1970,Canada
21028000.0,10483061.0,10544939.0,2.3199999843324934,1.5135714198861794,10.243214198521212,79148411661.6902,23492821747.878788,8532.90850294845,21.929910776851525,85.260793354493,1969,Canada
20744000.0,10337411.0,10406589.0,2.3199999843324934,1.5135714198861794,10.243214198521212,71829810519.8955,23492821747.878788,8030.41843424605,21.929910776851525,85.7581426959485,1968,Canada
20412000.0,10167103.0,10244897.0,2.3199999843324934,1.5135714198861794,10.243214198521212,65668655501.1254,23492821747.878788,7630.16852831668,21.929910776851525,85.797699429717,1967,Canada
20048000.0,9979536.0,10068464.0,2.3199999843324934,1.5135714198861794,10.243214198521212,61088384036.6515,23492821747.878788,7359.08818834797,21.929910776851525,85.6656005878623,1966,Canada
19678000.0,9787360.0,9890640.0,2.3199999843324934,1.5135714198861794,10.243214198521212,54515179580.7148,23492821747.878788,6909.89938001829,21.929910776851525,86.2146622466963,1965,Canada
19325000.0,9601660.0,9723340.0,2.3199999843324934,1.5135714198861794,10.243214198521212,49377522896.703,23492821747.878788,6468.92626131953,21.929910776851525,85.4201311056283,1964,Canada
18964000.0,9410357.0,9553643.0,2.3199999843324934,1.5135714198861794,10.243214198521212,45029988561.2124,23492821747.878788,5966.04091963721,21.929910776851525,85.3444185408212,1963,Canada
18614000.0,9224086.0,9389914.0,2.3199999843324934,1.5135714198861794,10.243214198521212,42227447631.9159,23492821747.878788,5791.12495970775,21.929910776851525,84.333216189842,1962,Canada
18271000.0,9042518.0,9228482.0,2.3199999843324934,1.5135714198861794,10.243214198521212,40934952063.9468,23492821747.878788,5605.11192600296,21.929910776851525,83.6548998145593,1961,Canada
17909009.0,8853955.0,9055054.0,2.3199999843324934,1.5135714198861794,10.243214198521212,40461721692.6468,23492821747.878788,5630.62981318508,21.929910776851525,83.1924410253646,1960,Canada
