Total Population,Female Population,Male Population,Employment in Agriculture(%),Female Employment in Agriculture(%),Female Employment in Industry(%),GDP in USD,Agriculture value added(in USD),Electric Power Consumption(kWH per capita),Renewable Energy Consumption (%),Fossil Fuel Consumption (%),Year,Country
60846820.0,31031764.0,29815056.0,1.35000002384186,0.670000016689301,9.42000007629395,2717059797608.1,16202391904.3238,6200.5541127704,1.55,88.6059098969806,2006,Great Britain
60401206.0,30828271.0,29572935.0,1.37999999523163,0.730000019073486,9.38000011444092,2544829090909.09,13881818181.8182,6270.98405949047,1.35,88.1574477501595,2005,Great Britain
59987905.0,30644479.0,29343426.0,1.27999997138977,0.600000023841858,9.52999973297119,2421814353716.59,18409007689.491,6138.75413718816,1.14,88.619731855703,2004,Great Britain
59647577.0,30500243.0,29147334.0,1.25,0.579999983310699,10.2399997711182,2057093877551.02,17965714285.7143,6174.55089583941,0.93,88.8249825531305,2003,Great Britain
59370479.0,30388688.0,28981791.0,1.38999998569489,0.689999997615814,10.8100004196167,1784076738609.11,16348920863.3094,6142.74983363365,0.97,88.5344283793587,2002,Great Britain
59119673.0,30288314.0,28831359.0,1.38999998569489,0.680000007152557,11.3699998855591,1643908161796.46,12857348495.7536,6141.98255122284,0.85,87.8289753643526,2001,Great Britain
58892514.0,30195954.0,28696560.0,1.53999996185303,0.769999980926514,11.9499998092651,1662127402027.54,14139809350.8852,6114.52925918564,0.96,88.410363733096,2000,Great Britain
58682466.0,30107684.0,28574782.0,1.54999995231628,0.759999990463257,12.5600004196167,1685762821549.91,14777544086.7174,6007.48441621387,0.948917657048062,87.2351552257112,1999,Great Britain
58487141.0,30022752.0,28464389.0,1.72000002861023,0.920000016689301,13.1099996566772,1653391851606.49,15963895329.5793,5908.87149023065,1.02970432391514,86.7706354103542,1998,Great Britain
58316954.0,29946989.0,28369965.0,1.85000002384186,1.05999994277954,13.2799997329712,1559569417157.83,15122789783.89,5831.95754702826,1.02847968902927,86.7195189128757,1997,Great Britain
58166950.0,29878746.0,28288204.0,1.95000004768372,1.1599999666214,13.960000038147,1421514820592.82,15614664586.5835,5815.82840427425,0.943586897127666,87.5697616197006,1996,Great Britain
58019030.0,29809443.0,28209587.0,2.04999995231628,1.23000001907349,14.0900001525879,1346422597443.59,17004891904.6868,5575.8084890423,1.06022909884603,87.7110281414457,1995,Great Britain
57865745.0,29735240.0,28130505.0,2.07999992370605,1.1599999666214,14.3100004196167,1140489745944.29,15112739516.3759,5380.26426515376,1.02142848392085,87.790038216291,1994,Great Britain
57718614.0,29662005.0,28056609.0,2.04999995231628,1.08000004291534,15.8100004196167,1061388722255.55,13605097480.5039,5491.98911810322,0.775204971316571,87.7901654311314,1993,Great Britain
57580402.0,29591772.0,27988630.0,2.10999989509583,1.13999998569489,16.1299991607666,1179659529659.53,14987909792.9098,5452.3933334123,0.840737795568959,89.2127447919554,1992,Great Britain
57424897.0,29511839.0,27913058.0,2.16000008583069,1.19000005722046,16.4400005340576,1142797178130.51,14640067019.4004,5451.67717061817,0.608264131136578,90.1991745971751,1991,Great Britain
57247586.0,29420457.0,27827129.0,1.4682142819677086,0.7953571443046845,10.626071453094482,1093169389204.55,14275864701.7045,5356.57521000099,0.651133978423517,90.6525858303153,1990,Great Britain
57076711.0,29332580.0,27744131.0,1.4682142819677086,0.7953571443046845,10.626071453094482,926884816753.927,16324918111.259302,5295.22452686526,3.0630236905631945,89.9276908120609,1989,Great Britain
56928327.0,29256430.0,27671897.0,1.4682142819677086,0.7953571443046845,10.626071453094482,910122732123.799,16324918111.259302,5232.73764921987,3.0630236905631945,91.2895043151177,1988,Great Britain
56802050.0,29191373.0,27610677.0,1.4682142819677086,0.7953571443046845,10.626071453094482,745162608269.325,16324918111.259302,5082.43980630981,3.0630236905631945,92.3375625029771,1987,Great Britain
56681396.0,29128231.0,27553165.0,1.4682142819677086,0.7953571443046845,10.626071453094482,601452653180.885,16324918111.259302,4953.65357621044,3.0630236905631945,92.069965513976,1986,Great Britain
56550268.0,29058303.0,27491965.0,1.4682142819677086,0.7953571443046845,10.626071453094482,489285164271.047,16324918111.259302,4826.71452591524,3.0630236905631945,91.895551631486,1985,Great Britain
56422072.0,28988455.0,27433617.0,1.4682142819677086,0.7953571443046845,10.626071453094482,461487097632.349,16324918111.259302,4597.73969307614,3.0630236905631945,92.422532273823,1984,Great Britain
56332848.0,28937670.0,27395178.0,1.4682142819677086,0.7953571443046845,10.626071453094482,489618008185.539,16324918111.259302,4549.17528756934,3.0630236905631945,92.956423340398,1983,Great Britain
56313641.0,28922488.0,27391153.0,1.4682142819677086,0.7953571443046845,10.626071453094482,515048916841.37,16324918111.259302,4480.33541287092,3.0630236905631945,93.8062299427888,1982,Great Britain
56333829.0,28928000.0,27405829.0,1.4682142819677086,0.7953571443046845,10.626071453094482,540765675241.158,16324918111.259302,4572.95384625817,3.0630236905631945,94.6628254520697,1981,Great Britain
56314216.0,28914208.0,27400008.0,1.4682142819677086,0.7953571443046845,10.626071453094482,564947710899.373,16324918111.259302,4683.93273911511,3.0630236905631945,94.9688920896348,1980,Great Britain
56246951.0,28877063.0,27369888.0,1.4682142819677086,0.7953571443046845,10.626071453094482,438994070309.191,16324918111.259302,4922.91573280123,3.0630236905631945,95.2324687893839,1979,Great Britain
56196504.0,28849694.0,27346810.0,1.4682142819677086,0.7953571443046845,10.626071453094482,335883029721.956,16324918111.259302,4729.84938707219,3.0630236905631945,95.1401604440737,1978,Great Britain
56193492.0,28848531.0,27344961.0,1.4682142819677086,0.7953571443046845,10.626071453094482,263066457352.172,16324918111.259302,4668.42316900327,3.0630236905631945,94.8171457401454,1977,Great Britain
56211968.0,28861145.0,27350823.0,1.4682142819677086,0.7953571443046845,10.626071453094482,232614555256.065,16324918111.259302,4587.68851501517,3.0630236905631945,95.2139511109907,1976,Great Britain
56225800.0,28874608.0,27351192.0,1.4682142819677086,0.7953571443046845,10.626071453094482,241756637168.142,16324918111.259302,4492.42162850506,3.0630236905631945,95.869262426636,1975,Great Britain
56229974.0,28887087.0,27342887.0,1.4682142819677086,0.7953571443046845,10.626071453094482,206131369798.971,16324918111.259302,4534.25427513091,3.0630236905631945,95.6598410202742,1974,Great Britain
56194527.0,28882721.0,27311806.0,1.4682142819677086,0.7953571443046845,10.626071453094482,192537971582.558,16324918111.259302,4671.71829740644,3.0630236905631945,96.499588911977,1973,Great Britain
56086065.0,28842186.0,27243879.0,1.4682142819677086,0.7953571443046845,10.626071453094482,169965034965.035,16324918111.259302,4372.63694645007,3.0630236905631945,96.1994913363789,1972,Great Britain
55896223.0,28758161.0,27138062.0,1.4682142819677086,0.7953571443046845,10.626071453094482,148113896325.14,16324918111.259302,4254.65241184543,3.0630236905631945,96.4164484727908,1971,Great Britain
55663250.0,28648311.0,27014939.0,1.4682142819677086,0.7953571443046845,10.626071453094482,130671946244.3,16324918111.259302,4166.93240153962,3.0630236905631945,96.483873958333,1970,Great Britain
55441750.0,28539642.0,26902108.0,1.4682142819677086,0.7953571443046845,10.626071453094482,116464702803.218,16324918111.259302,4006.33096898998,3.0630236905631945,95.9861596067839,1969,Great Britain
55211700.0,28422857.0,26788843.0,1.4682142819677086,0.7953571443046845,10.626071453094482,107759910067.889,16324918111.259302,3762.59017563306,3.0630236905631945,96.1744474187115,1968,Great Britain
54943600.0,28285449.0,26658151.0,1.4682142819677086,0.7953571443046845,10.626071453094482,113116888210.787,16324918111.259302,3506.88706236941,3.0630236905631945,96.4875453979975,1967,Great Britain
54648500.0,28136952.0,26511548.0,1.4682142819677086,0.7953571443046845,10.626071453094482,108572752102.045,16324918111.259302,3425.80308700147,3.0630236905631945,96.8766932973598,1966,Great Britain
54348050.0,27991184.0,26356866.0,1.4682142819677086,0.7953571443046845,10.626071453094482,101824755078.991,16324918111.259302,3330.18387964242,3.0630236905631945,97.6170231109173,1965,Great Britain
54000000.0,27827179.0,26172821.0,1.4682142819677086,0.7953571443046845,10.626071453094482,94407558351.1616,16324918111.259302,3127.46296296296,3.0630236905631945,98.6064971913892,1964,Great Britain
53650000.0,27667276.0,25982724.0,1.4682142819677086,0.7953571443046845,10.626071453094482,86561961812.3249,16324918111.259302,3002.08760484623,3.0630236905631945,98.8681318411575,1963,Great Britain
53250000.0,27484998.0,25765002.0,1.4682142819677086,0.7953571443046845,10.626071453094482,81247564156.8246,16324918111.259302,2780.6572769953,3.0630236905631945,99.2077619254778,1962,Great Britain
52800000.0,27277700.0,25522300.0,1.4682142819677086,0.7953571443046845,10.626071453094482,77741965703.3544,16324918111.259302,2553.69318181818,3.0630236905631945,99.3683757809818,1961,Great Britain
52400000.0,27094990.0,25305010.0,1.4682142819677086,0.7953571443046845,10.626071453094482,73233967692.1028,16324918111.259302,2412.13740458015,3.0630236905631945,99.4647102021474,1960,Great Britain
